USAF Station Code,Site Name,State,Latitude,Longitude
722956,JACK NORTHROP FLD H,CA,33.917,-118.333
722970,LONG BEACH DAUGHERTY FLD,CA,33.833,-118.167
722976,FULLERTON MUNICIPAL,CA,33.867,-117.983
722977,SANTA ANA JOHN WAYNE AP,CA,33.683,-117.867
723013,WILMINGTON INTERNATIONAL ARPT,NC,34.267,-77.9
723030,FAYETTEVILLE POPE AFB,NC,35.167,-79.017
723035,FAYETTEVILLE RGNL G,NC,34.983,-78.883
723040,CAPE HATTERAS NWS BLDG,NC,35.267,-75.55
723046,DARE CO RGNL,NC,35.917,-75.7
723060,RALEIGH DURHAM INTERNATIONAL,NC,35.867,-78.783
723065,PITT GREENVILLE ARP,NC,35.633,-77.4
723066,GOLDSBORO SEYMOUR JOHNSON AFB,NC,35.35,-77.967
723067,KINSTON STALLINGS AFB,NC,35.317,-77.633
723068,ROCKY MOUNT WILSON,NC,35.85,-77.9
723069,JACKSONVILLE (AWOS),NC,34.833,-77.617
723075,OCEANA NAS,VA,36.817,-76.033
723080,NORFOLK INTERNATIONAL AP,VA,36.9,-76.2
723083,FRANKLIN NAAS,VA,36.7,-76.9
723085,NORFOLK NAS,VA,36.95,-76.283
723086,NEWPORT NEWS,VA,37.133,-76.5
723090,CHERRY POINT MCAS,NC,34.9,-76.883
723095,NEW BERN CRAVEN CO REGL AP,NC,35.067,-77.05
723096,NEW RIVER MCAF,NC,34.7,-77.383
723100,COLUMBIA METRO ARPT,SC,33.95,-81.117
723106,FLORENCE REGIONAL AP,SC,34.183,-79.733
723110,ATHENS BEN EPPS AP,GA,33.95,-83.333
723119,GREENVILLE DOWNTOWN AP,SC,34.85,-82.35
723120,GREER GREENV'L-SPARTANBRG AP,SC,34.9,-82.217
723125,ANDERSON COUNTY AP,SC,34.5,-82.717
723140,CHARLOTTE DOUGLAS INTL ARPT,NC,35.217,-80.95
723143,SOUTHERN PINES AWOS,NC,35.233,-79.4
723145,HICKORY REGIONAL AP,NC,35.733,-81.383
723150,ASHEVILLE REGIONAL ARPT,NC,35.433,-82.533
723170,GREENSBORO PIEDMONT TRIAD INT,NC,36.1,-79.95
723183,BRISTOL TRI CITY AIRPORT,TN,36.467,-82.4
723193,WINSTON-SALEM REYNOLDS AP,NC,36.133,-80.217
723200,ROME R B RUSSELL AP,GA,34.35,-85.167
723230,HUNTSVILLE INTL/JONES FIELD,AL,34.65,-86.783
723235,MUSCLE SHOALS REGIONAL AP,AL,34.75,-87.6
723240,CHATTANOOGA LOVELL FIELD AP,TN,35.033,-85.2
723260,KNOXVILLE MCGHEE TYSON AP,TN,35.817,-83.983
723265,CROSSVILLE MEMORIAL AP,TN,35.95,-85.083
723270,NASHVILLE INTERNATIONAL AP,TN,36.117,-86.683
723300,POPLAR BLUFF(AMOS),MO,36.767,-90.467
723306,COLUMBUS AFB,MS,33.65,-88.45
723307,GOLDEN TRI(AWOS),MS,33.45,-88.583
723320,TUPELO C D LEMONS ARPT,MS,34.267,-88.767
723340,MEMPHIS INTERNATIONAL AP,TN,35.067,-89.983
723346,JACKSON MCKELLAR-SIPES REGL A,TN,35.6,-88.917
723347,DYERSBURG MUNICIPAL AP,TN,36.017,-89.4
723403,LITTLE ROCK ADAMS FIELD,AR,34.75,-92.233
723405,LITTLE ROCK AFB,AR,34.917,-92.15
723406,WALNUT RIDGE (AWOS),AR,36.133,-90.917
723407,JONESBORO MUNI,AR,35.833,-90.65
723415,MEMORIAL FLD,AR,34.467,-93.1
723416,STUTTGART (AWOS),AR,34.6,-91.567
723417,PINE BLUFF FAA AP,AR,34.167,-91.933
723418,TEXARKANA WEBB FIELD,AR,33.45,-94
723419,EL DORADO GOODWIN FIELD,AR,33.217,-92.817
723434,SPRINGDALE MUNI,AR,36.183,-94.117
723440,FORT SMITH REGIONAL AP,AR,35.333,-94.367
723443,SILOAM SPRING(AWOS),AR,36.183,-94.483
723444,BENTONVILLE (AWOS),AR,36.35,-94.217
723445,FAYETTEVILLE DRAKE FIELD,AR,36,-94.167
723446,HARRISON FAA AP,AR,36.267,-93.15
723447,FLIPPIN (AWOS),AR,36.3,-92.467
723448,BATESVILLE (AWOS),AR,35.733,-91.65
723449,ROGERS (AWOS),AR,36.367,-94.1
723489,CAPE GIRARDEAU MUNICIPAL AP,MO,37.233,-89.567
723495,JOPLIN MUNICIPAL AP,MO,37.15,-94.5
723510,WICHITA FALLS MUNICIPAL ARPT,TX,33.983,-98.5
723520,ALTUS AFB,OK,34.65,-99.267
723525,HOBART MUNICIPAL AP,OK,35,-99.05
723526,CLINTON-SHERMAN,OK,35.333,-99.2
723527,GAGE AIRPORT,OK,36.3,-99.767
723530,OKLAHOMA CITY WILL ROGERS WOR,OK,35.383,-97.6
723535,VANCE AFB,OK,36.333,-97.917
723540,OKLAHOMA CITY TINKER AFB,OK,35.417,-97.383
723544,OKLAHOMA CITY/WILEY,OK,35.533,-97.65
723545,STILLWATER RGNL,OK,36.15,-97.083
723546,PONCA CITY MUNICIPAL AP [SGP - ARM],OK,36.61,-97.49
723550,FORT SILL POST FIELD AF,OK,34.65,-98.4
723560,TULSA INTERNATIONAL AIRPORT,OK,36.2,-95.883
723565,BARTLESVILLE/PHILLI,OK,36.767,-96.017
723566,MCALESTER MUNICIPAL AP,OK,34.9,-95.783
723575,LAWTON MUNICIPAL,OK,34.567,-98.417
723600,CLAYTON MUNICIPAL AIRPARK,NM,36.45,-103.15
723604,CHILDRESS MUNICIPAL AP,TX,34.433,-100.283
723627,GALLUP SEN CLARKE FLD,NM,35.517,-108.783
723630,AMARILLO INTERNATIONAL AP [CANYON - UT],TX,34.99,-101.9
723650,ALBUQUERQUE INTL ARPT [ISIS],NM,35.04,-106.62
723656,SATA FE COUNTY MUNICIPAL AP,NM,35.617,-106.083
723658,FARMINGTON FOUR CORNERS REGL,NM,36.75,-108.233
723663,TAOS MUNI APT(AWOS),NM,36.45,-105.667
723676,TUCUMCARI FAA AP,NM,35.183,-103.6
723677,LAS VEGAS MUNICIPAL ARPT,NM,35.65,-105.15
723700,KINGMAN (AMOS),AZ,35.267,-113.95
723710,PAGE MUNI (AMOS),AZ,36.933,-111.45
723723,PRESCOTT LOVE FIELD,AZ,34.65,-112.417
723740,WINSLOW MUNICIPAL AP,AZ,35.033,-110.717
723747,SHOW LOW MUNICIPAL,AZ,34.267,-110
723755,FLAGSTAFF PULLIAM ARPT,AZ,35.133,-111.667
723783,GRAND CANYON NATL P,AZ,35.95,-112.15
723805,NEEDLES AIRPORT,CA,34.767,-114.617
723810,EDWARDS AFB,CA,34.9,-117.867
723815,DAGGETT BARSTOW-DAGGETT AP,CA,34.85,-116.8
723816,LANCASTER GEN WM FOX FIELD,CA,34.733,-118.217
723820,PALMDALE AIRPORT,CA,34.633,-118.083
723830,SANDBERG,CA,34.75,-118.717
723840,BAKERSFIELD MEADOWS FIELD,CA,35.433,-119.05
723860,LAS VEGAS MCCARRAN INTL AP,NV,36.083,-115.15
723865,NELLIS AFB,NV,36.25,-115.033
723870,MERCURY DESERT ROCK AP [SURFRAD],NV,36.63,-116.02
723890,FRESNO YOSEMITE INTL AP,CA,36.783,-119.717
723895,PORTERVILLE (AWOS),CA,36.033,-119.067
723896,VISALIA MUNI (AWOS),CA,36.317,-119.4
723910,POINT MUGU NF,CA,34.117,-119.117
723925,SANTA BARBARA MUNICIPAL AP,CA,34.433,-119.85
723926,CAMARILLO (AWOS),CA,34.217,-119.083
723927,OXNARD AIRPORT,CA,34.2,-119.2
723940,SANTA MARIA PUBLIC ARPT,CA,34.917,-120.467
723965,PASO ROBLES MUNICIPAL ARPT,CA,35.667,-120.633
724010,RICHMOND INTERNATIONAL AP,VA,37.517,-77.317
724014,DINWIDDIE CO,VA,37.183,-77.517
724016,CHARLOTTESVILLE FAA,VA,38.133,-78.45
724017,FARMVILLE,VA,37.35,-78.433
724026,MELFA/ACCOMACK ARPT,VA,37.65,-75.767
724030,WASHINGTON DC DULLES INT'L AR [STERLING - ISIS],VA,38.98,-77.47
724033,SHANNON ARPT,VA,38.267,-77.45
724035,QUANTICO MCAS,VA,38.5,-77.3
724036,MANASSAS MUNI(AWOS),VA,38.717,-77.517
724037,DAVISON AAF,VA,38.717,-77.183
724040,PATUXENT RIVER NAS,MD,38.3,-76.417
724045,SALISBURY WICOMICO CO AP,MD,38.333,-75.517
724050,WASHINGTON DC REAGAN AP,VA,38.867,-77.033
724053,WINCHESTER RGNL,VA,39.15,-78.15
724055,LEESBURG/GODFREY,VA,39.083,-77.567
724056,MARION / WYTHEVILLE,VA,36.9,-81.35
724058,ABINGTON,VA,36.683,-82.033
724060,BALTIMORE BLT-WASHNGTN INT'L,MD,39.167,-76.683
724066,HAGERSTOWN RGNL RIC,MD,39.7,-77.733
724070,ATLANTIC CITY INTL AP,NJ,39.45,-74.567
724075,MILLVILLE MUNICIPAL AP,NJ,39.367,-75.083
724080,PHILADELPHIA INTERNATIONAL AP,PA,39.867,-75.233
724084,BELMAR ASC,NJ,40.183,-74.067
724085,PHILADELPHIA NE PHILADELPHIA,PA,40.083,-75.017
724086,WILLOW GROVE NAS,PA,40.2,-75.15
724088,DOVER AFB,DE,39.133,-75.467
724089,WILMINGTON NEW CASTLE CNTY AP,DE,39.667,-75.6
724094,CALDWELL/ESSEX CO.,NJ,40.883,-74.283
724095,TRENTON MERCER COUNTY AP,NJ,40.283,-74.817
724096,MCGUIRE AFB,NJ,40.017,-74.6
724100,LYNCHBURG REGIONAL ARPT,VA,37.333,-79.2
724105,STAUNTON/SHENANDOAH,VA,38.267,-78.9
724106,DANVILLE FAA AP,VA,36.567,-79.333
724107,HILLSVILLE,VA,36.767,-80.817
724110,ROANOKE REGIONAL AP,VA,37.317,-79.967
724113,VIRGINIA TECH ARPT,VA,37.217,-80.417
724115,HOT SPRINGS/INGALLS,VA,37.95,-79.833
724116,PULASKI,VA,37.133,-80.683
724117,WISE/LONESOME PINE,VA,36.983,-82.533
724120,BECKLEY RALEIGH CO MEM AP,WV,37.8,-81.117
724125,BLUEFIELD/MERCER CO [NREL],WV,37.27,-81.24
724127,LEWISBURG/GREENBRIE,WV,37.867,-80.4
724140,CHARLESTON YEAGER ARPT,WV,38.383,-81.583
724170,ELKINS ELKINS-RANDOLPH CO ARP,WV,38.883,-79.85
724175,HARRISON MARION RGN,WV,39.283,-80.233
724176,MORGANTOWN HART FIELD,WV,39.65,-79.917
724177,MARTINSBURG EASTERN WV REG AP,WV,39.4,-77.983
724210,CINCINNATI NORTHERN KY AP,KY,39.05,-84.667
724220,LEXINGTON BLUEGRASS AP,KY,38.033,-84.6
724230,LOUISVILLE STANDIFORD FIELD,KY,38.183,-85.733
724235,LOUISVILLE BOWMAN FIELD,KY,38.233,-85.667
724236,JACKSON JULIAN CARROLL AP,KY,37.583,-83.317
724238,HENDERSON CITY,KY,37.817,-87.683
724240,FORT KNOX GODMAN AAF,KY,37.9,-85.967
724243,LONDON-CORBIN AP,KY,37.083,-84.083
724250,HUNTINGTON TRI-STATE ARPT,WV,38.383,-82.55
724273,PARKERSBURG WOOD COUNTY AP,WV,39.35,-81.433
724275,WHEELING OHIO COUNTY AP,WV,40.183,-80.65
724280,COLUMBUS PORT COLUMBUS INTL A,OH,39.983,-82.883
724286,ZANESVILLE MUNICIPAL AP,OH,39.95,-81.9
724288,OHIO STATE UNIVERSI,OH,40.067,-83.067
724290,DAYTON INTERNATIONAL AIRPORT,OH,39.9,-84.217
724297,CINCINNATI MUNICIPAL AP LUNKI,OH,39.1,-84.417
724320,EVANSVILLE REGIONAL AP,IN,38.05,-87.533
724335,MOUNT VERNON (AWOS),IL,38.317,-88.867
724336,SOUTHERN ILLINOIS,IL,37.767,-89.25
724338,BELLEVILLE SCOTT AFB,IL,38.55,-89.85
724339,MARION REGIONAL,IL,37.75,-89.017
724340,ST LOUIS LAMBERT INT'L ARPT,MO,38.75,-90.367
724345,ST LOUIS SPIRIT OF ST LOUIS A,MO,38.65,-90.65
724350,PADUCAH BARKLEY REGIONAL AP,KY,37.05,-88.767
724354,SOMERSET(AWOS),KY,38,-84.6
724365,HUNTINGBURG,IN,38.25,-86.95
724373,TERRE HAUTE HULMAN REGIONAL A,IN,39.45,-87.3
724375,MONROE CO,IN,39.133,-86.617
724380,INDIANAPOLIS INTL AP,IN,39.717,-86.267
724386,LAFAYETTE PURDUE UNIV AP,IN,40.417,-86.933
724390,SPRINGFIELD CAPITAL AP,IL,39.85,-89.683
724396,QUINCY MUNI BALDWIN FLD,IL,39.933,-91.2
724397,CENTRAL ILLINOIS RG,IL,40.467,-88.917
724400,SPRINGFIELD REGIONAL ARPT,MO,37.233,-93.383
724450,COLUMBIA REGIONAL AIRPORT,MO,38.817,-92.217
724454,FARMINGTON,MO,37.767,-90.4
724455,KIRKSVILLE REGIONAL AP,MO,40.1,-92.55
724456,VICHY ROLLA NATL ARPT,MO,38.133,-91.767
724457,FT LNRD WD AAF,MO,37.75,-92.15
724458,JEFFERSON CITY MEM,MO,38.583,-92.15
724459,KAISER MEM (AWOS),MO,38.1,-92.55
724460,KANSAS CITY INT'L ARPT,MO,39.3,-94.717
724463,KANSAS CITY DOWNTOWN AP,MO,39.117,-94.6
724467,WHITEMAN AFB,MO,38.717,-93.55
724468,OLATHE/JOHNSON CO.,KS,38.85,-94.733
724475,OLATHE JOHNSON CO INDUSTRIAL,KS,38.833,-94.883
724490,ST JOSEPH ROSECRANS MEMORIAL,MO,39.767,-94.9
724500,WICHITA MID-CONTINENT AP,KS,37.65,-97.433
724504,WICHITA/COL. JABARA,KS,37.75,-97.217
724505,MCCONNELL AFB,KS,37.617,-97.267
724506,HUTCHINSON MUNICIPAL AP,KS,38.067,-97.867
724507,CHANUTE MARTIN JOHNSON AP,KS,37.667,-95.483
724509,NEWTON (AWOS),KS,38.05,-97.283
724510,DODGE CITY REGIONAL AP,KS,37.767,-99.967
724515,GARDEN CITY MUNICIPAL AP,KS,37.933,-100.717
724516,LIBERAL MUNI,KS,37.033,-100.967
724517,GREAT BEND (AWOS),KS,38.35,-98.867
724518,HAYS MUNI (AWOS),KS,38.85,-99.267
724550,FORT RILEY MARSHALL AAF,KS,39.05,-96.767
724555,MANHATTAN RGNL,KS,39.133,-96.667
724556,EMPORIA MUNICIPAL AP,KS,38.333,-96.183
724560,TOPEKA MUNICIPAL AP,KS,39.067,-95.633
724565,TOPEKA FORBES FIELD,KS,38.95,-95.667
724580,CONCORDIA BLOSSER MUNI AP,KS,39.55,-97.65
724585,RUSSELL MUNICIPAL AP,KS,38.883,-98.817
724586,SALINA MUNICIPAL AP,KS,38.817,-97.667
724620,ALAMOSA SAN LUIS VALLEY RGNL,CO,37.433,-105.867
724625,DURANGO/LA PLATA CO,CO,37.15,-107.75
724635,LA JUNTA MUNICIPAL AP,CO,38.05,-103.533
724636,LAMAR MUNICIPAL,CO,38.067,-102.683
724640,PUEBLO MEMORIAL AP,CO,38.283,-104.5
724645,TRINIDAD LAS ANIMAS COUNTY AP,CO,37.267,-104.333
724650,GOODLAND RENNER FIELD,KS,39.367,-101.7
724655,HILL CITY MUNICIPAL AP,KS,39.383,-99.833
724660,COLORADO SPRINGS MUNI AP,CO,38.817,-104.717
724665,LIMON,CO,39.183,-103.717
724666,DENVER/CENTENNIAL [GOLDEN - NREL],CO,39.742,-105.179
724673,LEADVILLE/LAKE CO.,CO,39.217,-106.317
724675,EAGLE COUNTY AP,CO,39.65,-106.917
724676,ASPEN PITKIN CO SAR,CO,39.217,-106.867
724677,GUNNISON CO. (AWOS),CO,38.533,-106.933
724695,AURORA BUCKLEY FIELD ANGB,CO,39.717,-104.75
724698,AKRON WASHINGTON CO AP,CO,40.167,-103.233
724699,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],CO,40.13,-105.24
724723,BLANDING,UT,37.617,-109.483
724735,HANKSVILLE,UT,38.367,-110.717
724754,SAINT GEORGE (AWOS),UT,37.083,-113.6
724755,CEDAR CITY MUNICIPAL AP,UT,37.7,-113.1
724756,BRYCE CNYN FAA AP,UT,37.7,-112.15
724760,GRAND JUNCTION WALKER FIELD,CO,39.133,-108.533
724765,MONTROSE CO. ARPT,CO,38.5,-107.9
724767,CORTEZ/MONTEZUMA CO,CO,37.3,-108.633
724768,GREELEY/WELD (AWOS),CO,40.433,-104.633
724769,FORT COLLINS (AWOS),CO,40.45,-105.017
724776,MOAB/CANYONLANDS [UO],UT,38.58,-109.54
724795,DELTA,UT,39.333,-112.583
724800,BISHOP AIRPORT,CA,37.367,-118.35
724815,MERCED/MACREADY FLD,CA,37.283,-120.517
724830,SACRAMENTO EXECUTIVE ARPT,CA,38.5,-121.5
724837,BEALE AFB,CA,39.133,-121.433
724838,YUBA CO,CA,39.1,-121.567
724839,SACRAMENTO METROPOLITAN AP,CA,38.7,-121.583
724855,TONOPAH AIRPORT,NV,38.067,-117.083
724860,ELY YELLAND FIELD,NV,39.3,-114.85
724880,RENO TAHOE INTERNATIONAL AP,NV,39.483,-119.767
724885,FALLON NAAS,NV,39.417,-118.717
724915,MONTEREY NAF,CA,36.6,-121.867
724917,SALINAS MUNICIPAL AP,CA,36.667,-121.6
724920,STOCKTON METROPOLITAN ARPT,CA,37.9,-121.233
724926,MODESTO CITY-COUNTY AP,CA,37.633,-120.95
724927,LIVERMORE MUNICIPAL,CA,37.7,-121.817
724930,OAKLAND METROPOLITAN ARPT,CA,37.717,-122.217
724935,HAYWARD AIR TERM,CA,37.667,-122.117
724936,CONCORD CONCORD-BUCHANAN FIEL,CA,38,-122.05
724940,SAN FRANCISCO INTL AP,CA,37.617,-122.4
724945,SAN JOSE INTL AP,CA,37.367,-121.933
724955,NAPA CO. AIRPORT,CA,38.217,-122.283
724957,SANTA ROSA (AWOS),CA,38.517,-122.817
725020,NEWARK INTERNATIONAL ARPT,NJ,40.717,-74.183
725025,TETERBORO AIRPORT,NJ,40.85,-74.067
725029,OXFORD (AWOS),CT,41.483,-73.133
725030,NEW YORK LAGUARDIA ARPT,NY,40.783,-73.883
725033,NEW YORK CENTRAL PRK OBS BELV,NY,40.783,-73.967
725035,ISLIP LONG ISL MACARTHUR AP,NY,40.783,-73.1
725036,POUGHKEEPSIE DUTCHESS CO AP,NY,41.633,-73.883
725037,WHITE PLAINS WESTCHESTER CO A,NY,41.067,-73.717
725038,STEWART FIELD,NY,41.5,-74.1
725040,BRIDGEPORT SIKORSKY MEMORIAL,CT,41.183,-73.15
725045,NEW HAVEN TWEED AIRPORT,CT,41.267,-72.883
725046,GROTON NEW LONDON AP,CT,41.333,-72.05
725054,PAWTUCKET (AWOS),RI,41.917,-71.5
725058,BLOCK ISLAND STATE ARPT,RI,41.167,-71.583
725060,OTIS ANGB,MA,41.65,-70.517
725063,NANTUCKET MEMORIAL AP,MA,41.25,-70.067
725064,PLYMOUTH MUNICIPAL,MA,41.917,-70.733
725065,NEW BEDFORD RGNL,MA,41.667,-70.95
725066,MARTHAS VINEYARD,MA,41.4,-70.617
725067,BARNSTABLE MUNI BOA,MA,41.667,-70.283
725070,PROVIDENCE T F GREEN STATE AR,RI,41.717,-71.433
725073,PROVINCETOWN (AWOS),MA,42.067,-70.217
725075,NORTH ADAMS,MA,42.7,-73.167
725080,HARTFORD BRADLEY INTL AP,CT,41.933,-72.683
725086,DANBURY MUNICIPAL,CT,41.367,-73.483
725087,HARTFORD BRAINARD FD,CT,41.733,-72.65
725088,BEVERLY MUNI,MA,42.583,-70.917
725090,BOSTON LOGAN INT'L ARPT,MA,42.367,-71.017
725095,WORCHESTER REGIONAL ARPT,MA,42.267,-71.883
725098,NORWOOD MEMORIAL,MA,42.183,-71.183
725103,READING SPAATZ FIELD,PA,40.367,-75.967
725115,MIDDLETOWN HARRISBURG INTL AP,PA,40.2,-76.767
725116,LANCASTER,PA,40.117,-76.3
725117,WASHINGTON (AWOS),PA,40.133,-80.283
725118,HARRISBURG CAPITAL CITY ARPT,PA,40.217,-76.85
725124,BUTLER CO. (AWOS),PA,40.783,-79.95
725125,DUBOIS FAA AP,PA,41.183,-78.9
725126,ALTOONA BLAIR CO ARPT,PA,40.3,-78.317
725127,JOHNSTOWN CAMBRIA COUNTY AP,PA,40.317,-78.833
725128,STATE COLLEGE [PENN STATE - SURFRAD],PA,40.72,-77.93
725130,WILKES-BARRE SCRANTON INTL AP,PA,41.333,-75.733
725140,WILLIAMSPORT REGIONAL AP,PA,41.25,-76.917
725145,MONTICELLO(AWOS),NY,41.7,-74.8
725150,BINGHAMTON EDWIN A LINK FIELD,NY,42.2,-75.983
725156,ELMIRA CORNING REGIONAL AP,NY,42.167,-76.9
725165,RUTLAND STATE,VT,43.517,-72.95
725170,ALLENTOWN LEHIGH VALLEY INTL,PA,40.65,-75.45
725180,ALBANY COUNTY AP,NY,42.75,-73.8
725185,GLENS FALLS AP,NY,43.35,-73.617
725190,SYRACUSE HANCOCK INT'L ARPT,NY,43.117,-76.1
725197,UTICA ONEIDA COUNTY AP,NY,43.15,-75.383
725200,PITTSBURGH INTERNATIONAL AP,PA,40.5,-80.233
725205,PITTSBURGH ALLEGHENY CO AP,PA,40.35,-79.917
725210,AKRON AKRON-CANTON REG AP,OH,40.917,-81.433
725235,JAMESTOWN (AWOS),NY,42.15,-79.267
725240,CLEVELAND HOPKINS INTL AP,OH,41.4,-81.85
725245,BURKE LAKEFRONT,OH,41.517,-81.683
725246,MANSFIELD LAHM MUNICIPAL ARPT,OH,40.817,-82.517
725250,YOUNGSTOWN REGIONAL AIRPORT,OH,41.25,-80.667
725260,ERIE INTERNATIONAL AP,PA,42.083,-80.183
725266,BRADFORD REGIONAL AP,PA,41.8,-78.633
725267,FRANKLIN,PA,41.383,-79.867
725280,BUFFALO NIAGARA INTL AP,NY,42.933,-78.733
725287,NIAGARA FALLS AF,NY,43.1,-78.95
725290,ROCHESTER GREATER ROCHESTER I,NY,43.117,-77.683
725300,CHICAGO OHARE INTL AP,IL,41.983,-87.917
725305,W. CHICAGO/DU PAGE,IL,41.917,-88.25
725314,CAHOKIA/ST. LOUIS,IL,38.567,-90.15
725315,UNIV OF ILLINOIS WI [BONDVILLE - SURFRAD],IL,40.06,-88.37
725316,DECATUR,IL,39.833,-88.867
725320,PEORIA GREATER PEORIA AP,IL,40.667,-89.683
725326,STERLING ROCKFALLS,IL,41.75,-89.667
725330,FORT WAYNE INTL AP,IN,41,-85.2
725335,GRISSOM ARB,IN,40.65,-86.15
725336,DELAWARE CO JOHNSON,IN,40.233,-85.4
725340,CHICAGO MIDWAY AP,IL,41.783,-87.75
725347,CHICAGO/WAUKEGAN,IL,42.417,-87.867
725350,SOUTH BEND MICHIANA RGNL AP,IN,41.7,-86.333
725360,TOLEDO EXPRESS AIRPORT,OH,41.583,-83.8
725366,FINDLAY AIRPORT,OH,41.017,-83.667
725370,DETROIT METROPOLITAN ARPT,MI,42.217,-83.35
725374,ANN ARBOR MUNICIPAL,MI,42.217,-83.75
725375,DETROIT CITY AIRPORT,MI,42.4,-83
725376,DETROIT WILLOW RUN AP,MI,42.233,-83.533
725377,MOUNT CLEMENS SELFRIDGE FLD,MI,42.617,-82.833
725378,HOWELL,MI,42.633,-83.983
725384,ST.CLAIR COUNTY INT,MI,42.917,-82.533
725390,LANSING CAPITAL CITY ARPT,MI,42.783,-84.583
725395,JACKSON REYNOLDS FIELD,MI,42.267,-84.467
725396,BATTLE CREEK KELLOGG AP,MI,42.3,-85.25
725430,ROCKFORD GREATER ROCKFORD AP,IL,42.2,-89.1
725440,MOLINE QUAD CITY INTL AP,IL,41.467,-90.517
725450,CEDAR RAPIDS MUNICIPAL AP,IA,41.883,-91.717
725453,ATLANTIC,IA,41.4,-95.05
725454,WASHINGTON,IA,41.283,-91.667
725455,BURLINGTON MUNICIPAL AP,IA,40.783,-91.117
725456,KEOKUK MUNI,IA,40.467,-91.433
725457,ALGONA,IA,43.083,-94.267
725460,DES MOINES INTL AP,IA,41.533,-93.667
725463,CHARLES CITY,IA,43.067,-92.617
725464,NEWTON MUNI,IA,41.683,-93.017
725465,OTTUMWA INDUSTRIAL AP,IA,41.1,-92.45
725467,SHENANDOAH MUNI,IA,40.75,-95.417
725468,CARROLL,IA,42.05,-94.783
725469,CHARITON,IA,41.033,-93.367
725470,DUBUQUE REGIONAL AP,IA,42.4,-90.7
725473,CLINTON MUNI (AWOS),IA,41.833,-90.333
725474,CRESTON,IA,41.017,-94.367
725475,MONTICELLO MUNI,IA,42.233,-91.167
725476,DECORAH,IA,43.283,-91.733
725477,DENISON,IA,41.983,-95.383
725478,WEBSTER CITY,IA,42.433,-93.867
725479,CLARINDA,IA,40.717,-95.033
725480,WATERLOO MUNICIPAL AP,IA,42.55,-92.4
725483,FORT MADISON,IA,40.667,-91.333
725484,LE MARS,IA,42.783,-96.2
725485,MASON CITY MUNICIPAL ARPT,IA,43.15,-93.333
725486,BOONE MUNI,IA,42.05,-93.85
725487,MUSCATINE,IA,41.367,-91.15
725488,OELWEN,IA,42.683,-91.967
725489,ORANGE CITY,IA,42.983,-96.067
725490,FORT DODGE (AWOS),IA,42.55,-94.183
725493,KNOXVILLE,IA,41.3,-93.117
725494,RED OAK,IA,41.017,-95.267
725495,SHELDON,IA,43.217,-95.833
725496,STORM LAKE,IA,42.6,-95.233
725497,COUNCIL BLUFFS,IA,41.267,-95.767
725500,OMAHA EPPLEY AIRFIELD,NE,41.317,-95.9
725510,LINCOLN MUNICIPAL ARPT,NE,40.833,-96.767
725515,BEATRICE MUNICIPAL,NE,40.3,-96.75
725520,GRAND ISLAND CENTRAL NE REGIO,NE,40.967,-98.317
725524,ORD/SHARP FIELD,NE,41.617,-98.95
725525,HASTINGS MUNICIPAL,NE,40.6,-98.433
725526,KEARNEY MUNI (AWOS),NE,40.733,-99
725527,TEKAMAH (ASOS),NE,41.767,-96.167
725530,OMAHA WSFO,NE,41.367,-96.017
725533,FALLS CITY/BRENNER,NE,40.083,-95.6
725540,BELLEVUE OFFUTT AFB,NE,41.117,-95.917
725555,BROKEN BOW MUNI,NE,41.433,-99.65
725556,AINSWORTH MUNICIPAL,NE,42.583,-100
725560,NORFOLK KARL STEFAN MEM ARPT,NE,41.983,-97.433
725564,FREMONT MUNI ARPT,NE,41.45,-96.517
725565,COLUMBUS MUNI,NE,41.45,-97.333
725566,O`NEILL/BAKER FIELD,NE,42.467,-98.683
725570,SIOUX CITY SIOUX GATEWAY AP,IA,42.383,-96.383
725610,SIDNEY MUNICIPAL AP,NE,41.1,-102.983
725620,NORTH PLATTE REGIONAL AP,NE,41.117,-100.667
725625,MCCOOK MUNICIPAL,NE,40.2,-100.583
725626,IMPERIAL FAA AP,NE,40.517,-101.617
725628,BREWSTER FIELD ARPT,NE,40.45,-99.333
725635,ALLIANCE MUNICIPAL,NE,42.05,-102.8
725636,CHADRON MUNICIPAL AP,NE,42.833,-103.083
725640,CHEYENNE MUNICIPAL ARPT,WY,41.15,-104.8
725645,LARAMIE GENERAL BREES FIELD,WY,41.317,-105.683
725650,DENVER INTL AP,CO,39.833,-104.65
725660,SCOTTSBLUFF W B HEILIG FIELD,NE,41.867,-103.6
725670,VALENTINE MILLER FIELD,NE,42.867,-100.55
725690,CASPER NATRONA CO INTL AP,WY,42.9,-106.467
725700,CRAIG-MOFFAT,CO,40.5,-107.533
725705,VERNAL,UT,40.433,-109.517
725715,HAYDEN/YAMPA (AWOS),CO,40.483,-107.217
725717,RIFLE/GARFIELD RGNL,CO,39.533,-107.717
725720,SALT LAKE CITY INT'L ARPT [ISIS],UT,40.77,-111.97
725724,PROVO MUNI (AWOS),UT,40.217,-111.717
725744,ROCK SPRINGS ARPT [GREEN RIVER - UO],WY,41.46,-109.44
725745,RAWLINS MUNICIPAL AP,WY,41.8,-107.2
725750,OGDEN HINKLEY AIRPORT,UT,41.2,-112.017
